TIME s, IN1, IN2
-805.664, -0.77945, -0.466352
-810.547, -0.78516, -0.480562
-815.43, -0.793725, -0.459893
-820.313, -0.802291, -0.448266
-825.195, -0.810856, -0.480562
-830.078, -0.816566, -0.477978
-834.961, -0.825132, -0.453434
-839.844, -0.830842, -0.480562
-844.727, -0.839407, -0.49348
-849.609, -0.847973, -0.46506
-854.492, -0.856538, -0.466352
-859.375, -0.867959, -0.494772
-864.258, -0.870814, -0.480562
-869.141, -0.879379, -0.466352
-874.023, -0.887944, -0.497356
-878.906, -0.89651, -0.505107
-883.789, -0.90222, -0.474103
-888.672, -0.913641, -0.494772
-893.555, -0.919351, -0.51415
-898.438, -0.927916, -0.489605
-903.32, -0.936482, -0.480562
-908.203, -0.942192, -0.508982
-913.086, -0.950757, -0.512858
-917.969, -0.959323, -0.47927
-922.852, -0.965033, -0.505107
-927.734, -0.973598, -0.518025
-932.617, -0.982164, -0.490897
-937.5, -0.987874, -0.489605
-942.383, -0.996439, -0.51415
-947.266, -1.005005, -0.501231
-952.148, -1.01357, -0.487021
-957.031, -1.01928, -0.512858
-961.914, -1.027846, -0.520609
-966.797, -1.036411, -0.492189
-971.68, -1.044976, -0.49994
-976.563, -1.050687, -0.523193
-981.445, -1.062107, -0.503815
-986.328, -1.067817, -0.488313
-991.211, -1.076383, -0.520609
-996.094, -1.082093, -0.521901
-1.001, -1.093514, -0.494772
-1.006, -1.096369, -0.518025
-1.011, -1.107789, -0.530944
-1.016, -1.113499, -0.507691
-1.021, -1.122065, -0.49994
-1.025, -1.13063, -0.52836
-1.03, -1.13634, -0.519317
-1.035, -1.144906, -0.501231
-1.04, -1.153471, -0.52836
-1.045, -1.159181, -0.537403
-1.05, -1.167747, -0.508982
-1.055, -1.179167, -0.518025
-1.06, -1.184878, -0.541278
-1.064, -1.193443, -0.523193
-1.069, -1.199153, -0.510274
-1.074, -1.210574, -0.538695
-1.079, -1.213429, -0.541278
-1.084, -1.224849, -0.51415
-1.089, -1.23056, -0.533527
-1.094, -1.23627, -0.543862
-1.099, -1.244835, -0.524484
-1.104, -1.253401, -0.51415
-1.108, -1.261966, -0.54257
-1.113, -1.267676, -0.541278
-1.118, -1.279097, -0.515442
-1.123, -1.284807, -0.541278
-1.128, -1.290517, -0.552905
-1.133, -1.301938, -0.525776
-1.138, -1.307648, -0.52836
-1.143, -1.316213, -0.551613
-1.147, -1.321924, -0.539986
-1.152, -1.333344, -0.523193
-1.157, -1.339054, -0.551613
-1.162, -1.34762, -0.559364
-1.167, -1.35333, -0.529652
-1.172, -1.35904, -0.545154
-1.177, -1.367606, -0.563239
-1.182, -1.379026, -0.54257
-1.187, -1.387592, -0.530944
-1.191, -1.393302, -0.559364
-1.196, -1.401867, -0.55678
-1.201, -1.407578, -0.530944
-1.206, -1.416143, -0.555488
-1.211, -1.424708, -0.567115
-1.216, -1.433274, -0.538695
-1.221, -1.438984, -0.536111
-1.226, -1.447549, -0.560656
-1.23, -1.456115, -0.549029
-1.235, -1.46468, -0.534819
-1.24, -1.47039, -0.559364
-1.245, -1.476101, -0.568407
-1.25, -0.376877, 0.742804
-1.255, 0.496792, 2.314965
-1.26, 0.488227, 2.352429
-1.265, 0.479661, 2.40281
-1.27, 0.473951, 2.418312
-1.274, 0.468241, 2.376974
-1.279, 0.45682, 2.352429
-1.284, 0.45111, 2.352429
-1.289, 0.442545, 2.287837
-1.294, 0.433979, 2.23358
-1.299, 0.425414, 2.214203
-1.304, 0.416849, 2.17028
-1.309, 0.411138, 2.095354
-1.313, 0.402573, 2.052723
-1.318, 0.396863, 2.025595
-1.323, 0.385442, 1.942918
-1.328, 0.379732, 1.878326
-1.333, 0.371166, 1.857656
-1.338, 0.365456, 1.795648
-1.343, 0.354036, 1.722014
-1.348, 0.348325, 1.688426
-1.353, 0.33976, 1.64838
-1.357, 0.33405, 1.57087
-1.362, 0.325484, 1.517904
-1.367, 0.319774, 1.497235
-1.372, 0.308354, 1.428768
-1.377, 0.302643, 1.370635
-1.382, 0.294078, 1.343507
-1.387, 0.285513, 1.307335
-1.392, 0.279802, 1.237576
-1.396, 0.271237, 1.192362
-1.401, 0.262672, 1.175568
-1.406, 0.256961, 1.109685
-1.411, 0.248396, 1.059303
-1.416, 0.236976, 1.043801
-1.421, 0.231265, 1.005046
-1.426, 0.2227, 0.94433
-1.431, 0.21699, 0.917202
-1.436, 0.211279, 0.896532
-1.44, 0.202714, 0.835816
-1.445, 0.191293, 0.793186
-1.45, 0.185583, 0.788018
-1.455, 0.177018, 0.744096
-1.46, 0.168452, 0.689839
-1.465, 0.162742, 0.680796
-1.47, 0.151322, 0.664002
-1.475, 0.148467, 0.60587
-1.479, 0.139901, 0.576158
-1.484, 0.131336, 0.578741
-1.489, 0.125626, 0.525776
-1.494, 0.114205, 0.485729
-1.499, 0.108495, 0.485729
-1.504, 0.099929, 0.466352
-1.509, 0.091364, 0.413387
-1.514, 0.085654, 0.404344
-1.519, 0.077088, 0.400468
-1.523, 0.068523, 0.347503
-1.528, 0.059958, 0.317791
-1.533, 0.054247, 0.329418
-1.538, 0.042827, 0.293246
-1.543, 0.037117, 0.255783
-1.548, 0.028551, 0.255783
-1.553, 0.022841, 0.253199
-1.558, 0.014276, 0.202818
-1.563, 0.008565, 0.18344
-1.567, 0.002855, 0.196359
-1.572, -0.008565, 0.153728
-1.577, -0.017131, 0.129183
-1.582, -0.022841, 0.134351
-1.587, -0.034262, 0.1266
-1.592, -0.037117, 0.083969
-1.597, -0.048537, 0.076218
-1.602, -0.054247, 0.085261
-1.606, -0.062813, 0.046506
-1.611, -0.068523, 0.023253
-1.616, -0.079944, 0.038755
-1.621, -0.088509, 0.019378
-1.626, -0.094219, -0.015502
-1.631, -0.102785, -0.011627
-1.636, -0.11135, -0.007751
-1.641, -0.11706, -0.04909
-1.646, -0.125626, -0.0633
-1.65, -0.131336, -0.042631
