TIME s, IN1, IN2
1.226, 0.465386, 1.107876
1.221, 0.45682, 1.193654
1.216, 0.45111, 1.19908
1.211, 0.442545, 1.284599
1.206, 0.433979, 1.308627
1.201, 0.428269, 1.320512
1.196, 0.416849, 1.375544
1.191, 0.411138, 1.378128
1.187, 0.399718, 1.423342
1.182, 0.394008, 1.413783
1.177, 0.385442, 1.455638
1.172, 0.379732, 1.467264
1.167, 0.371166, 1.447629
1.162, 0.365456, 1.493101
1.157, 0.356891, 1.479149
1.152, 0.348325, 1.492843
1.147, 0.342615, 1.485867
1.143, 0.33405, 1.490776
1.138, 0.322629, 1.505244
1.133, 0.316919, 1.473465
1.128, 0.308354, 1.506536
1.123, 0.299788, 1.488192
1.118, 0.294078, 1.477857
1.113, 0.285513, 1.4807
1.108, 0.276947, 1.465456
1.104, 0.268382, 1.475532
1.099, 0.262672, 1.440911
1.094, 0.256961, 1.457705
1.089, 0.245541, 1.443753
1.084, 0.236976, 1.416625
1.079, 0.231265, 1.430576
1.074, 0.2227, 1.402931
1.069, 0.21699, 1.403965
1.064, 0.205569, 1.378386
1.06, 0.202714, 1.375544
1.055, 0.191293, 1.368052
1.05, 0.185583, 1.331364
1.045, 0.177018, 1.347382
1.04, 0.171308, 1.321287
1.035, 0.162742, 1.309661
1.03, 0.151322, 1.295451
1.025, 0.145611, 1.27969
1.021, 0.137046, 1.275815
1.016, 0.131336, 1.239385
1.011, 0.12277, 1.249461
1.006, 0.11706, 1.226467
1.001, 0.108495, 1.19908
996.094, 0.099929, 1.201663
991.211, 0.094219, 1.178152
986.328, 0.085654, 1.170401
981.445, 0.079944, 1.141981
976.563, 0.068523, 1.143273
971.68, 0.057103, 1.126479
966.797, 0.051392, 1.092891
961.914, 0.045682, 1.100642
957.031, 0.037117, 1.076097
952.148, 0.028551, 1.062145
947.266, 0.022841, 1.043285
942.383, 0.014276, 1.035534
937.5, 0.00571, 1.023649
932.617, -0.002855, 0.991353
927.734, -0.008565, 0.998071
922.852, -0.017131, 0.976109
917.969, -0.025696, 0.954407
913.086, -0.031406, 0.94588
908.203, -0.039972, 0.928312
903.32, -0.048537, 0.920819
898.438, -0.054247, 0.891623
893.555, -0.065668, 0.89214
888.672, -0.071378, 0.876638
883.789, -0.079944, 0.850285
878.906, -0.088509, 0.850285
874.023, -0.094219, 0.830649
869.141, -0.10564, 0.819539
864.258, -0.11135, 0.79732
859.375, -0.11706, 0.791894
854.492, -0.125626, 0.780009
849.609, -0.131336, 0.753139
844.727, -0.139901, 0.755206
839.844, -0.151322, 0.737637
834.961, -0.157032, 0.72136
830.078, -0.168452, 0.708441
825.195, -0.177018, 0.69759
820.313, -0.182728, 0.686997
815.43, -0.191293, 0.66116
810.547, -0.197004, 0.663227
805.664, -0.205569, 0.648242
800.781, -0.214135, 0.624472
795.898, -0.2227, 0.622405
791.016, -0.22841, 0.608454
786.133, -0.236976, 0.598377
781.25, -0.242686, 0.576416
776.367, -0.251251, 0.575383
771.484, -0.259817, 0.563239
766.602, -0.265527, 0.538695
761.719, -0.274092, 0.539211
756.836, -0.279802, 0.526551
751.953, -0.288368, 0.510016
747.07, -0.299788, 0.497614
742.188, -0.305499, 0.493739
737.305, -0.314064, 0.481079
732.422, -0.319774, 0.460668
727.539, -0.32834, 0.46196
722.656, -0.336905, 0.449558
717.773, -0.34547, 0.432247
712.891, -0.351181, 0.425013
708.008, -0.359746, 0.418037
703.125, -0.371166, 0.405377
698.242, -0.376877, 0.387292
693.359, -0.382587, 0.388842
688.477, -0.391152, 0.376957
683.594, -0.399718, 0.358613
678.711, -0.408283, 0.355771
673.828, -0.413993, 0.346986
668.945, -0.425414, 0.334327
664.063, -0.431124, 0.320633
659.18, -0.43969, 0.319341
654.297, -0.448255, 0.308231
649.414, -0.453965, 0.292213
644.531, -0.45682, 0.290921
639.648, -0.471096, 0.28317
634.766, -0.479661, 0.269218
629.883, -0.485372, 0.259142
625, -0.493937, 0.256817
620.117, -0.499647, 0.245707
615.234, -0.508213, 0.230721
610.352, -0.516778, 0.23098
605.469, -0.525343, 0.223487
600.586, -0.533909, 0.20876
595.703, -0.539619, 0.20411
590.82, -0.551039, 0.199717
585.938, -0.55675, 0.188608
581.055, -0.565315, 0.175948
576.172, -0.571025, 0.176206
571.289, -0.579591, 0.167938
566.406, -0.588156, 0.152953
561.523, -0.593866, 0.15192
556.641, -0.602432, 0.148302
551.758, -0.608142, 0.135901
546.875, -0.616707, 0.1266
541.992, -0.622418, 0.127375
537.109, -0.633838, 0.11704
532.227, -0.639548, 0.104897
527.344, -0.648114, 0.104897
522.461, -0.653824, 0.101538
517.578, -0.665245, 0.088103
512.695, -0.670955, 0.083194
507.813, -0.67952, 0.083452
502.93, -0.688086, 0.072084
498.047, -0.696651, 0.062783
493.164, -0.702361, 0.064075
488.281, -0.710927, 0.057616
483.398, -0.719492, 0.046506
478.516, -0.725202, 0.044697
473.633, -0.733768, 0.044181
468.75, -0.739478, 0.032554
463.867, -0.748043, 0.025062
458.984, -0.753753, 0.027645
